"cell_type","MS4A1","CD14","LYZ","IL7R","CD3E","CD8A","FCER1A","CST3","FCGR3A","PPBP","GNLY","NKG7","UMAP1","UMAP2"
"CD4 T cells",0,0,1.61586880276439,3.22658794535454,2.2043674648486,0,0,0,1.61586880276439,0,0,2.57236595511659,6.10042858123779,-0.387980222702026
"CD4 T cells",0,0,1.69025567164657,1.69025567164657,2.65764068936167,0,0,0,0,0,0,2.28663181137711,3.1641263961792,-0.450676679611206
"CD4 T cells",0,0,0,0,2.74663099326951,0,0,1.3655823621981,0,0,0,0,3.82881593704224,-1.12576186656952
"B cells",3.16119883192335,0,0,0,0,0,0,0,0,0,0,0,2.63717603683472,-8.8179187774658
"CD4 T cells",0,0,0,2.42187281397639,2.7973063758348,0,0,1.81376069513352,0,0,0,0,4.23393106460571,0.835758745670319
"NK cells",0,0,0,0,0,0,0,0,2.48802906944303,0,3.67962038538779,4.80739896862729,10.28058385849,1.13649165630341
"CD8 T cells",0,0,0,0,1.9734956971021,3.46507738366919,0,0,2.97488449060745,0,3.46507738366919,4.40115782636392,9.70547103881836,1.74194598197937
"CD4 T cells",0,0,1.56190543481468,2.77705312026539,2.77705312026539,0,0,0,0,0,0,0,4.98430919647217,-0.605043232440948
"B cells",1.93047041241648,0,1.93047041241648,1.93047041241648,0,0,0,0,0,0,0,0,3.0651593208313,-8.2732124328613
"CD4 T cells",0,0,0,2.51947268018556,0,0,0,0,0,0,0,0,6.92063742876053,1.228560090065
"CD4 T cells",0,0,2.11424399841647,0,3.12894952361439,0,0,0,0,0,0,0,4.30807900428772,1.69658076763153
"CD4 T cells",0,0,1.82240538127408,0,1.82240538127408,1.82240538127408,0,1.82240538127408,0,0,0,1.82240538127408,4.92060303688049,0.444787859916687
"CD4 T cells",0,0,1.53478654268765,2.11392386145659,2.47830194771887,0,0,1.53478654268765,0,0,0,0,3.20072269439697,-1.27126944065094
"CD14+ Monocytes",0,2.7503710717462,5.08841582960204,1.77203496388028,0,0,0,3.56046885638195,0,0,0,0,-1.7462272644043,2.47410678863525
"CD4 T cells",0,0,1.6802341060118,2.27558632983163,2.27558632983163,1.6802341060118,0,2.64620576720404,0,0,0,1.6802341060118,6.53548550605774,0.713944852352142
"CD14+ Monocytes",0,0,4.58166342588788,0,0,0,0,4.11778371842716,0,0,0,0,-2.6298055648804,3.23016119003296
"CD4 T cells",0,0,0,2.35752786531355,1.75481895374561,0,0,0,0,0,0,0,1.90775299072266,0.57623702287674
"CD14+ Monocytes",0,2.132383105178,5.34318766120853,0,0,0,0,4.72316798585897,0,0,0,0,-2.1120262145996,3.26852488517761
"CD4 T cells",1.53478654268765,0,0,0,1.53478654268765,1.53478654268765,0,0,0,0,0,2.11392386145659,9.04035925865173,0.0878315418958664
"CD14+ Monocytes",0,3.24734194735429,4.31969416625674,0,0,0,0,3.24734194735429,0,0,0,0,-1.9534254074097,4.63059091567993
"B cells",2.65825754389449,0,2.03283462619696,0,0,0,0,0,0,0,0,0,2.03562450408936,-8.405818939209
"CD4 T cells",0,0,1.64593411378993,2.6069439906365,2.87601402627316,0,0,0,1.64593411378993,0,0,0,3.89499688148499,-0.837840616703033
"CD14+ Monocytes",0,1.66512360354456,4.55702126495672,0,0,0,0,3.95959184154782,0,0,1.66512360354456,0,-1.6319408416748,3.04408645629883
"CD14+ Monocytes",0,1.14610724832095,4.86565086845031,0,0,0,0,4.3599499644735,0,0,0,0,-3.3596067428589,1.1514253616333
"B cells",2.92903479229075,0,1.93198329352362,1.93198329352362,0,0,0,0,0,0,0,0,3.5542950630188,-9.1474533081055
"CD14+ Monocytes",1.54370083335211,2.12390931231874,5.43493034640782,2.12390931231874,0,0,0,4.09284614019743,0,0,0,0,-1.5556373596191,2.63457274436951
"CD4 T cells",0,0,1.75838777152377,1.75838777152377,0,0,0,0,0,0,0,0,2.4007887840271,-0.0202592946588993
"NK cells",0,0,0,0,2.10090958871987,0,0,0,0,0,5.44049047246475,4.38089615374026,9.20396029949188,0.027223564684391
"CD4 T cells",0,0,0,0,1.83601257654151,0,0,0,0,0,0,1.83601257654151,2.23894023895264,-0.128513112664223
"CD8 T cells",0,0,0,0,0,0,0,2.07247287236374,0,0,4.15103990589865,3.75341797525151,8.45648014545441,0.308826088905334
"CD4 T cells",0,0,0,2.64377490509332,2.27323881172233,0,0,0,0,0,0,1.67810552777897,4.8231246471405,-1.53114378452301
"CD14+ Monocytes",0,1.86539945915656,4.88283500394999,0,0,0,0,3.34259945289572,0,1.86539945915656,0,0,-1.4188575744629,3.44129633903503
"CD8 T cells",0,0,0,0,3.06299444759521,0,0,0,0,0,2.58285805645885,4.78139653256754,9.09847128391266,2.07271075248718
"CD8 T cells",0,0,0,3.10597844585267,2.89396786284092,1.66131124334609,0,1.66131124334609,0,0,2.6245696606237,3.10597844585267,7.55902374535799,0.667845010757446
"CD14+ Monocytes",0,2.48985274024054,5.97255259802358,0,0,0,0,3.76180691806945,0,0,0,0,-3.8867568969727,1.84432256221771
"B cells",2.82721013683314,0,1.84045709961207,0,0,0,0,1.84045709961207,0,0,0,0,2.58634424209595,-7.9843149185181
"B cells",2.72380894007626,0,0,0,0,0,0,0,0,0,0,0,2.76780986785889,-8.6500768661499
"B cells",1.67527766992964,0,0,1.67527766992964,2.27011929174447,0,0,0,0,0,0,0,2.69274187088013,-9.0637588500977
"CD4 T cells",0,0,0,1.77936773693289,1.77936773693289,0,0,1.77936773693289,0,0,0,1.77936773693289,2.85076379776001,-0.0846554040908813
"B cells",3.31000360788286,0,0,0,0,0,0,0,0,0,0,0,2.41836023330688,-8.2932929992676
"CD14+ Monocytes",0,2.69480436090211,4.77341218294912,0,0,0,0,4.0291033941633,0,0,0,2.06702872660313,-3.1135540008545,2.8715832233429
"CD14+ Monocytes",0,2.30877342721752,4.51765779790146,0,0,0,0,3.83536604130014,0,0,0,1.71037543041306,-1.7310581207275,2.46267080307007
"CD4 T cells",0,0,0,0,1.74460943309666,1.74460943309666,0,0,0,0,0,0,3.58770370483398,2.75305438041687
"FCGR3A+ Monocytes",0,0,2.69895102966355,1.0921213399278,1.0921213399278,0,0,4.60546525039447,3.84060379917036,0,0,0,-6.6790580749512,1.41322994232178
"CD4 T cells",0,0,0,0,1.65924073491792,0,0,0,0,0,0,0,2.69663190841675,-0.11139290034771
"CD8 T cells",0,0,1.96448062371802,0,0,2.96494432873377,0,0,2.96494432873377,0,0,4.31179854761351,8.91580712795258,1.67664754390717
"CD4 T cells",0,0,0,0,2.19367690177495,0,0,1.60624557133513,0,0,0,0,4.06497859954834,1.088294506073
"CD8 T cells",0,0,0,0,1.90862732886202,2.5247402180092,0,0,0,0,1.90862732886202,4.06797070753608,7.77226933836937,1.79821002483368
"CD8 T cells",0,0,0,3.25011819667404,1.63554053633674,0,0,0,1.63554053633674,0,0,2.86385240896794,6.84206438064575,0.134998112916946
"CD14+ Monocytes",0,0,5.07487865713946,0,0,0,0,4.19646702195644,0,0,1.7360849798154,0,-3.185227394104,2.3743793964386
"CD4 T cells",0,0,0,0,1.78843389250168,0,0,1.78843389250168,0,0,1.78843389250168,0,2.65711784362793,1.14281249046326
"CD14+ Monocytes",0,1.70152379705483,4.76677587924905,0,0,0,0,3.91810933181162,0,0,0,0,-2.447286605835,3.0403995513916
"B cells",3.44078598747238,0,0,0,0,0,0,0,0,0,0,0,3.33735084533691,-9.2317590713501
"CD14+ Monocytes",0,0,5.06302571765653,0,0,0,0,3.08842121987844,0,0,0,0,-1.6011009216309,3.66524267196655
"B cells",0,0,0,0,0,0,0,0,0,0,1.93908418398491,0,1.8849630355835,-8.7171010971069
"CD14+ Monocytes",0,2.01291228114764,5.27582903480686,0,2.01291228114764,0,0,3.96803794978826,0,0,0,0,-1.3786277770996,2.76435279846191
"CD4 T cells",1.6253048364243,0,1.6253048364243,0,0,0,0,0,0,0,0,0,2.47533893585205,1.42782294750214
"FCGR3A+ Monocytes",0,0,4.12326377621483,0,1.08519456566161,0,0,4.15450635952456,3.19949678483568,0,1.08519456566161,1.08519456566161,-6.23814868927,1.38611304759979
"CD4 T cells",1.63255280174334,0,0,2.86035244068644,1.63255280174334,0,0,0,0,0,0,1.63255280174334,4.34234595298767,-0.330245971679688
"CD14+ Monocytes",0,2.91781803062797,5.30086399862008,0,0,0,0,3.67634940733353,0,0,0,1.50411628685348,-2.7246799468994,2.43528437614441
"CD4 T cells",0,0,0,0,1.66721209424923,0,0,0,0,0,0,0,3.43053817749023,1.74563682079315
"NK cells",0,0,0,0,1.77001145356941,0,0,0,1.77001145356941,0,4.30492700624379,4.63753410539042,10.6741540431976,0.97646951675415
"CD14+ Monocytes",0,0,4.48028739930942,0,2.2748030708548,0,0,3.3024082077806,0,0,0,0,-2.2444658279419,3.87560367584229
"CD4 T cells",0,0,0,0,1.80521862260206,0,0,0,0,0,1.80521862260206,0,3.13052129745483,2.64657545089722
"CD14+ Monocytes",0,2.5642112138591,5.21956046922273,0,1.6087982194649,0,0,3.71279189853851,0,0,0,0,-2.8554029464722,2.66271805763245
"CD8 T cells",0,0,2.6494575479112,0,2.6494575479112,1.68308252446732,0,0,0,0,3.58510012029301,4.57889459459197,8.91930186748505,1.9426441192627
"CD8 T cells",0,0,1.81807007627788,0,1.81807007627788,3.07453582369598,0,0,1.81807007627788,0,0,3.85945792335552,7.83668759465218,1.79447436332703
"CD4 T cells",0,0,0,0,0,0,0,2.09495120900427,0,0,0,1.51787559906419,5.69033050537109,-0.769199550151825
"CD4 T cells",0,0,0,0,3.28878062150137,0,0,1.35268449084121,0,0,0,0,5.27722096443176,-2.29607892036438
"CD4 T cells",0,0,0,0,2.72159442620997,0,0,0,0,0,0,0,3.07895374298096,1.42899465560913
"CD4 T cells",1.87843203544026,0,2.8695856463988,1.87843203544026,2.4920870175616,1.87843203544026,0,1.87843203544026,0,0,0,0,2.36723518371582,0.723863959312439
"CD8 T cells",0,0,0,0,0,1.90960639652424,0,0,0,0,0,3.1781257081557,7.81290382146835,1.60899102687836
"CD4 T cells",0,0,0,0,1.8737509171921,0,0,0,0,0,0,0,3.45317077636719,-1.55499291419983
"CD14+ Monocytes",0,2.70581306370385,5.49341389595465,0,0,0,0,3.95528225090156,0,0,0,0,-2.9708070755005,2.98747849464417
"CD8 T cells",0,0,1.686659743766,2.2826697832931,1.686659743766,0,0,0,0,0,0,3.13580035399981,7.58936543017626,0.82169908285141
"CD8 T cells",0,0,2.30294517221536,2.30294517221536,1.94625308458679,1.3865944361409,0,0,0,0,0,3.33259030438022,6.73827868700027,-0.0849457383155823
"CD4 T cells",0,0,0,1.69097711722387,1.69097711722387,0,0,0,0,0,0,0,3.65141892433167,1.44473719596863
"CD4 T cells",0,0,0,0,0,0,0,1.74110962772978,0,0,0,0,2.4524827003479,1.07486045360565
"CD4 T cells",0,0,0,1.52150205019318,0,1.52150205019318,0,1.52150205019318,0,0,0,0,3.86623334884644,-1.22839057445526
"B cells",2.59864824950816,0,0,0,0,0,0,1.97723927763111,0,0,0,0,2.88448524475098,-8.4575748443604
"CD8 T cells",0,0,0,0,0,0,0,0,0,0,0,4.76863372414765,9.09634041786194,1.80206775665283
"Megakaryocytes",0,0,0,0,0,0,0,0,0,6.33292033235555,0,0,-5.5001249313354,6.82772254943848
"CD8 T cells",0,0,0,0,2.84128120793048,0,0,0,0,0,0,1.85304836424335,7.63991284370422,1.67404425144196
"CD4 T cells",0,0,1.53850984329308,2.48264855478193,2.74922911801904,0,0,0,0,0,0,1.53850984329308,2.82863664627075,-0.562117040157318
"CD4 T cells",0,0,1.69097711722387,0,0,0,0,1.69097711722387,0,0,0,0,2.19193124771118,1.46859407424927
"CD4 T cells",0,0,0,2.3034855883273,2.77352672062016,1.38704483019826,0,0,0,0,0,0,3.98042702674866,1.57896268367767
"FCGR3A+ Monocytes",0,0,2.30877342721752,0,0,0,0,4.2659292809912,1.1834186486677,0,0,1.71037543041306,-5.7600831985474,1.9134566783905
"CD4 T cells",0,0,1.56788798915542,2.51685108634779,2.15094959722266,0,0,0,0,0,0,0,2.27654600143433,0.808337569236755
"CD14+ Monocytes",1.1339555586721,2.61356037049798,5.23965698214449,0,0,0,0,4.09470986929485,0,0,0,1.1339555586721,-4.0330123901367,1.30335581302643
"CD14+ Monocytes",0,1.74383018970019,5.52592286925243,0,0,0,0,4.27371882999473,0,0,0,0,-3.6651334762573,1.63133788108826
"NK cells",0,0,0,2.00843050603665,0,0,0,0,0,0,5.04882156006926,4.8168939402155,9.99784755706787,0.928668439388275
"CD4 T cells",0,0,1.86539945915656,1.86539945915656,0,0,0,1.86539945915656,0,0,1.86539945915656,0,5.17758393287659,1.55194640159607
"B cells",2.38369881102025,0,1.77875377404731,0,1.24162561788252,0,0,0,1.24162561788252,0,0,0,4.0386118888855,-9.0527772903442
"FCGR3A+ Monocytes",0,0,1.37832262957657,0,0,0,0,3.88139548152041,2.55512893574407,1.37832262957657,0,0,-5.2007761001587,1.97081112861633
"CD14+ Monocytes",0,2.85867215740902,5.80666045932756,0,0,0,0,3.6726526178309,0,0,0,0,-3.2451696395874,1.60789489746094
"CD4 T cells",0,0,0,0,1.7077820005145,0,0,0,0,0,0,0,2.67632579803467,2.14113068580627
"CD4 T cells",0,0,0,2.20221790023905,2.20221790023905,0,0,0,0,0,0,0,5.11812973022461,0.805466294288635
"CD8 T cells",0,0,0,0,2.82323041915953,0,0,0,0,0,0,1.83689930522053,7.03494736552238,1.75934267044067
"CD4 T cells",0.947800422327004,0,1.74747407460006,1.42552874750274,2.18606725442614,0.947800422327004,0,0.947800422327004,0,0,0,1.74747407460006,5.11902141571045,-2.25625109672546
"B cells",2.95828168230784,0,0,0,0,2.31574019311609,0,0,0,0,0,0,1.64482402801514,-8.6897993087769
"CD8 T cells",0,0,1.75759313963331,1.75759313963331,3.21856867597536,1.75759313963331,0,0,1.75759313963331,0,0,3.5435429817649,7.59608264267445,0.385577499866486
"CD4 T cells",0,0,0,2.17375076030077,2.80834140330428,0,0,0,0,0,0,0,4.85925650596619,-1.60451149940491
"CD14+ Monocytes",0,1.57971339318672,5.48030971051899,0,0,0,0,4.30700302186921,0,0,0,1.57971339318672,-1.6601457595825,3.1219117641449
"NK cells",0,0,0,0,2.57255219413927,0,0,1.95297183875224,1.95297183875224,0,5.30149742277245,4.5190031974937,9.81502532958984,1.48349571228027
"CD4 T cells",0,0,1.79551934331524,1.79551934331524,2.40199625366665,0,0,0,0,0,0,0,2.84785985946655,1.84744942188263
"B cells",2.76581789952033,0,3.15008503911947,0,0,0,0,0,0,0,0,0,1.93182182312012,-7.8391942977905
"CD4 T cells",0,0,1.83689930522053,0,2.82323041915953,0,0,1.83689930522053,0,0,0,0,2.34158849716187,1.99353635311127
"FCGR3A+ Monocytes",0,0,3.13243844578967,0,0,0,0,3.52325974693791,3.03191193013149,0,0,0,-6.1595115661621,1.12123847007751
"CD4 T cells",0,0,2.46967523903368,2.46967523903368,1.527403801427,0,0,0,0,0,1.527403801427,0,3.62326908111572,-1.14811789989471
"CD4 T cells",0,0,0,2.10850143483545,2.73901772124583,0,0,0,0,0,0,0,3.33133840560913,0.39827361702919
"CD4 T cells",0,0,0,2.78248777075301,0,0,0,0,0,0,0,0,2.65084886550903,0.778944730758667
"CD4 T cells",1.57059807911784,0,0,1.57059807911784,2.1539745935424,0,0,1.57059807911784,0,0,1.57059807911784,0,5.3735203742981,-0.432673692703247
"B cells",0,0,0,0,0,0,0,0,0,0,0,0,2.88374471664429,-8.0918483734131
"CD8 T cells",0,0,0,0,2.50603118932909,0,0,0,1.70519823854357,0,3.05688116398801,4.69189298765034,10.7077550888062,1.34866142272949
"B cells",1.74344089195725,0,0,0,0,0,0,0,0,0,0,0,3.30032920837402,-9.0202293395996
"CD8 T cells",0,0,1.77041569395953,2.37458837341891,2.37458837341891,0,0,0,1.77041569395953,0,4.08563225612294,4.23737826044201,9.0824728012085,0.548725128173828
"NK cells",0,0,2.38930337767195,0,0,0,0,0,1.78388639163995,0,3.24900669712941,4.60575941305314,10.2462494373321,1.69289672374725
"CD4 T cells",0,0,0,2.14560021193091,2.14560021193091,0,0,0,0,0,0,1.5630975751754,3.67476749420166,1.43686985969543
"B cells",2.44993663901165,0,1.83956601435704,1.29387834809169,0,0,0,0,0,0,0,1.83956601435704,3.7237823009491,-8.9967422485352
"CD4 T cells",0,0,1.62661684555831,3.06494035141515,0,0,0,0,0,0,0,0,5.18565607070923,-0.108242273330688
"Dendritic cells",0,0,5.20979620980119,0,0,0,2.38332651312287,4.45768875945687,0,0,0.970836072298413,0,-2.6425437927246,-0.46016925573349
"CD4 T cells",0,0,3.11787344929481,2.10406391352001,0,0,0,2.10406391352001,0,0,0,2.10406391352001,4.39232897758484,1.35548889636993
"CD14+ Monocytes",0,2.57031998938071,5.79575931905846,1.10249396935516,0,0,0,3.56099921879313,0,0,1.10249396935516,0,-2.6309099197388,1.44407832622528
"FCGR3A+ Monocytes",0,0,2.31615185204355,0,0,0,0,4.74673398786124,3.17142692617226,0,0,0,-6.0405683517456,1.97185635566711
"B cells",1.9534911639984,0,0,1.9534911639984,0,0,0,0,0,0,0,0,3.30003643035889,-8.2917919158936
"CD8 T cells",0,0,2.90941449811809,2.90941449811809,0,0,0,0,0,0,0,2.90941449811809,6.3927937746048,0.951392650604248
"CD4 T cells",0,0,0,0,2.7485446566073,2.37458837341891,0,0,1.77041569395953,0,0,1.77041569395953,5.1071343421936,1.27689027786255
"CD4 T cells",0,0,0,0,1.63321559807939,0,0,0,0,0,0,0,2.52146577835083,-0.829161465167999
"NK cells",0,0,0,0,2.03630243545912,0,0,0,2.03630243545912,0,5.08074206121948,4.84876147788786,9.79237627983093,1.98741221427917
"CD4 T cells",0,0,1.56131017941111,2.14360348589712,1.56131017941111,2.14360348589712,0,0,0,0,0,0,1.90551853179932,0.284714102745056
"NK cells",0,0,0,1.83556961857798,2.4455946082635,1.83556961857798,0,1.83556961857798,2.4455946082635,0,0,4.61616328067677,9.61484432220459,0.807576239109039
"NK cells",0,0,0,0,0,0,0,1.69025567164657,2.28663181137711,0,4.58760748849335,4.82658633993253,10.7429158687592,1.39867913722992
"CD14+ Monocytes",0,2.05764215659959,5.83590546432483,1.18657147912319,1.18657147912319,0,0,4.61647158236178,0,0,0,0,-2.9630308151245,0.881492972373962
"CD4 T cells",0,0,1.82589247559751,1.28209058358989,1.82589247559751,0,0,0,0,0,0,0,5.25194907188416,-0.707587659358978
"CD4 T cells",0,0,0,0,2.45138897878499,0,0,0,0,0,0,0,3.75326991081238,3.02762913703918
"CD8 T cells",0,0,1.62236216341504,0,2.21157459936603,2.57984721214217,0,0,0,0,0,4.66993733952387,8.32589530944824,1.11403059959412
"FCGR3A+ Monocytes",0,0,2.50727263020995,1.17997201729242,0,0,0,3.78034999057874,2.82018662629086,0,0,0,-6.4212121963501,1.88096404075623
"CD14+ Monocytes",0,2.36783885328871,5.55675584425028,0,0,0,0,4.40206397843247,0,0,0,0,-2.2383460998535,1.50560188293457
"CD4 T cells",0,0,1.64155602626989,1.64155602626989,1.64155602626989,0,0,0,0,0,0,0,3.85747122764587,0.080279141664505
"CD14+ Monocytes",0,0,5.47915912741857,0,0,0,0,4.40466114027747,0,0,0,1.57879615295133,-2.8629713058472,1.39419841766357
"CD8 T cells",0,0,0,0,2.61199900607317,1.98967154225113,0,0,0,0,0,2.61199900607317,8.66418623924255,1.82117462158203
"CD4 T cells",0,0,2.27820265127382,3.19284655292325,2.53993384041298,0,0,1.9227023564103,0,0,1.36601716868074,1.36601716868074,4.59620404243469,-0.669536352157593
"B cells",2.45592346633403,0,2.45592346633403,1.51565409822438,0,0,0,0,0,0,0,0,3.41714191436768,-9.2787199020386
"CD4 T cells",0,0,0,2.24369989723731,0,1.65136170177821,0,0,0,0,0,1.65136170177821,4.51867341995239,-0.419433504343033
"CD4 T cells",0,0,0,0,1.77732325234048,0,0,0,0,0,0,0,3.73428654670715,-0.243558153510094
"B cells",2.76581789952033,0,0,0,0,0,0,0,0,0,0,0,3.25769662857056,-8.0573234558105
"CD14+ Monocytes",0,2.11168655381106,5.00979737354312,0,1.53279054758662,0,0,3.94806846885284,0,0,0,0,-2.9172172546387,2.13598132133484
"CD14+ Monocytes",0,2.95914793585463,5.30874724645333,0,0,0,0,4.4220512364067,0,0,0,0,-3.1962289810181,1.83750426769257
"Megakaryocytes",0,0,0,0,0,0,0,2.39880485990856,0,6.1558564712055,0,0,-5.491283416748,6.81437635421753
"B cells",1.37411900655927,0,1.37411900655927,3.07552065772667,0,0,0,0,0,0,0,1.37411900655927,3.88821887969971,-8.6386709213257
"CD4 T cells",0,0,1.78801928284575,0,0,0,0,0,0,0,1.78801928284575,0,2.86262369155884,1.61046373844147
"CD14+ Monocytes",0,1.82153623319303,5.91045958905524,1.82153623319303,0,0,0,3.46848471203318,0,0,0,0,-1.471227645874,3.08082127571106
"CD4 T cells",0,0,1.588336428744,0,1.588336428744,0,1.588336428744,0,0,0,0,0,2.76729488372803,-0.140249907970428
"CD4 T cells",0,0,2.18417612241938,1.59770199151674,1.59770199151674,0,0,0,0,0,0,0,4.83001327514648,-0.987663865089417
"CD4 T cells",0,0,1.48692787133448,2.42218472861262,0,0,0,0,0,0,0,0,3.39552879333496,-1.14384603500366
"CD4 T cells",0,0,0,2.25317292963105,2.25317292963105,0,0,0,0,0,0,0,1.69507265090942,0.966586768627167
"CD14+ Monocytes",0,0,5.0241546060885,0,0,0,0,4.06545914431754,0,0,0,0,-1.6865100860596,2.35720038414001
"B cells",1.78719078578184,0,1.78719078578184,0,0,0,0,0,0,0,0,0,1.92209482192993,-8.972297668457
"CD14+ Monocytes",0,1.83335888087173,5.31474242730398,0,1.83335888087173,0,0,3.63188640016007,0,0,0,0,-2.312894821167,1.84505105018616
"NK cells",0,0,1.70446178781307,0,2.30227015361727,0,1.70446178781307,0,2.30227015361727,0,4.51051341389901,5.42018660917936,10.45170378685,1.11990022659302
"CD14+ Monocytes",0,2.90968788248178,5.42302706748232,0,0,0,0,3.39847534598495,0,1.91452120083821,0,0,-1.8213567733765,3.84340190887451
"B cells",3.42579728203722,0,0,1.78471105495709,0,0,0,0,0,0,0,1.78471105495709,3.4008264541626,-8.9555349349976
"NK cells",0,0,2.37106003102387,0,1.76718820849755,0,0,1.76718820849755,2.37106003102387,0,4.63416327069616,5.16910396114631,10.1008086204529,1.3635665178299
"CD14+ Monocytes",0,2.05744367384084,3.73661266465027,0,2.05744367384084,0,0,4.41777091296902,0,0,0,0,-3.0725116729736,2.68555164337158
"CD4 T cells",0,0,0,1.52318273829932,2.73093319654561,0,0,0,0,0,0,0,2.80732297897339,-0.631081283092499
"CD4 T cells",0,0,0,1.68058951233203,0,0,0,0,1.68058951233203,0,0,1.68058951233203,4.51680970191956,-1.31500852108002
"CD14+ Monocytes",0,2.08563487182274,5.51237784565708,0,1.50958447027608,0,0,3.91895696415868,1.50958447027608,0,1.50958447027608,0,-1.9875183105469,2.34835290908813
"CD14+ Monocytes",0,1.57986639089794,4.61721719742157,0,0,0,0,4.33282313109264,1.91419253338015,0,1.07403048127028,0,-4.50612449646,1.22775650024414
"CD4 T cells",0,0,1.66651521998421,1.66651521998421,2.26044729114368,0,0,0,0,0,1.66651521998421,0,2.07751703262329,0.34537073969841
"FCGR3A+ Monocytes",0,0,4.44820111075267,0,0,0,0,4.42438887442652,2.40300179104414,0,0,0,-5.5038204193115,1.29600548744202
"CD4 T cells",0,0,1.65580383299203,2.61826147315277,0,0,0,1.65580383299203,0,0,0,1.65580383299203,6.83947610855103,-0.047078762203455
"CD4 T cells",0,0,1.73339425326688,0,0,0,0,0,0,0,0,0,2.73215055465698,1.68501508235931
"CD14+ Monocytes",0,2.27951397209273,5.29746905361597,0,0,0,0,3.80353870745664,0,0,0,0,-2.4505739212036,1.33342313766479
"CD4 T cells",0,0,0,1.85623049348733,2.46802631430948,0,0,0,0,0,0,0,4.44519090652466,-1.92586839199066
"CD4 T cells",0,0,0,2.95138147019881,2.68097184976449,0,0,0,1.71074671329099,0,0,0,2.60508346557617,0.371690511703491
"B cells",0,0,0,0,0,0,0,0,0,0,0,0,1.73089933395386,-8.4185810089111
"B cells",2.52526876846663,0,0,0,0,0,0,0,0,0,0,0,2.36582899093628,-9.3257360458374
"CD4 T cells",0,0,0,2.92708123296925,2.28610242716694,0,0,1.93021856330752,0,0,1.37257774198591,1.37257774198591,4.40262150764465,-1.67818033695221
"CD4 T cells",0,0,1.74656133085108,2.72159442620997,1.74656133085108,0,0,1.74656133085108,0,0,0,1.74656133085108,3.86505007743835,1.32368469238281
"CD4 T cells",0,0,1.52910001603342,1.52910001603342,2.1075484182851,0,0,0,0,0,1.52910001603342,0,3.28457689285278,0.550576627254486
"CD4 T cells",0,0,1.75422590233351,1.22067836431938,2.35687866102853,0,0,0,0,0,0,0,4.65777087211609,-1.31227326393127
"NK cells",1.21631616342993,0,0,0,0,1.21631616342993,0,1.21631616342993,1.21631616342993,0,4.46003322084267,4.37407238086234,10.7561414241791,1.01746082305908
"CD4 T cells",0,0,0,0,2.78628821373635,0,0,0,0,0,0,0,3.56006503105164,2.66289567947388
"CD14+ Monocytes",0,1.59927586880802,5.01780280561607,0,0,0,0,4.38188839447144,0,0,0,1.59927586880802,-3.7245826721191,2.25126266479492
"CD4 T cells",0,1.66790968088943,0,2.26198708772324,2.26198708772324,0,0,0,0,0,0,2.26198708772324,4.06798458099365,0.651517152786255
"CD4 T cells",0,0,0,2.18138266187056,2.18138266187056,0,0,0,0,0,0,0,4.41857075691223,-0.236834794282913
"CD14+ Monocytes",0,2.77540571367976,5.82010674037221,0,0,0,0,3.93477131648504,0,0,1.79426385320667,0,-1.9013252258301,2.4096508026123
"CD4 T cells",0,0,0,1.8146205105463,0,0,0,0,0,0,0,0,5.35453104972839,0.654193937778473
"CD8 T cells",0,0,1.62040753364451,2.5775959831465,2.20940565047722,2.5775959831465,0,0,0,0,0,3.38052008160252,6.4249095916748,0.809368968009949
"CD4 T cells",0,0,2.00065018203098,2.00065018203098,1.43435353110473,0,0,0,0,1.43435353110473,0,0,3.06354379653931,-0.851696908473969
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,4.014315366745,-0.178611248731613
"CD8 T cells",0,0,1.70446178781307,2.30227015361727,2.30227015361727,0,0,0,0,0,0,2.30227015361727,6.59508830308914,0.609676778316498
"CD4 T cells",0,0,2.59062182185687,0,1.9697705634872,0,0,0,0,0,0,0,3.06737995147705,1.79403305053711
"FCGR3A+ Monocytes",0,0,3.21099913401495,0,0,0,0,3.88378221069098,3.60293435400526,0,0,1.7510713624357,-6.5743846893311,1.2428172826767
"B cells",2.87588237125672,0,0,0,1.88408902089424,0,0,1.88408902089424,0,0,0,0,2.64864873886108,-8.7519283294678
"FCGR3A+ Monocytes",0,0,2.47397757925581,0,0,0,0,4.28687948505767,3.57746198474792,0,1.15496522521924,0,-6.477352142334,1.50309360027313
"CD4 T cells",0,0,0,0,2.6435726404405,0,2.01911794411343,0,0,0,0,0,3.56754279136658,1.60416758060455
"CD14+ Monocytes",0,1.76437617339183,4.07847179361717,0,0,0,0,4.53174598878969,0,0,0,0,-3.9706201553345,2.28231382369995
"CD14+ Monocytes",0,0,4.79067020670877,0,2.08224659260744,0,0,4.16203821305858,0,0,0,0,-2.6668844223022,3.36081290245056
"CD14+ Monocytes",0,1.66027520171672,4.5950940270229,0,0,0,0,3.10475671221532,0,0,0,0,-3.1312847137451,2.88199806213379
"CD4 T cells",0,0,1.51787559906419,2.45852560987484,2.7245853432368,2.09495120900427,0,0,0,0,0,0,2.95047807693481,0.124113813042641
"CD4 T cells",0,0,1.55068746193847,2.4968459878714,1.55068746193847,0,0,1.55068746193847,0,0,1.55068746193847,1.55068746193847,4.38938498497009,0.705929815769196
